"id","clid","ssex","srace","sbirthq","sbirthy","treadssk","tmathssk","sesk"
1143,9,"female","black","1st qtr - jan,feb,march",1980,408,449,"free lunch"
532,9,"female","black","2nd qtr - april,may,june",1980,NA,NA,"non-free lunch"
2112,9,"female","white","4th qtr - oct,nov,dec",1979,428,489,"non-free lunch"
1829,9,"male","black","1st qtr - jan,feb,march",1980,397,449,"non-free lunch"
2031,9,"male","black","3rd qtr - july,aug,sept",1980,382,434,"free lunch"
224,9,"male","black","1st qtr - jan,feb,march",1980,393,473,"non-free lunch"
1915,9,"male","black","1st qtr - jan,feb,march",1980,461,500,"non-free lunch"
236,9,"male","white","2nd qtr - april,may,june",1980,398,434,"free lunch"
864,9,"female","black","3rd qtr - july,aug,sept",1980,400,434,"free lunch"
293,9,"male","black","1st qtr - jan,feb,march",1980,434,489,"non-free lunch"
2695,9,"female","white","2nd qtr - april,may,june",1980,453,500,"non-free lunch"
2097,9,"female","black","4th qtr - oct,nov,dec",1979,436,484,"non-free lunch"
1937,9,"male","black","3rd qtr - july,aug,sept",1980,422,449,"non-free lunch"
2516,9,"male","black","4th qtr - oct,nov,dec",1979,434,434,"non-free lunch"
3898,9,"female","white","3rd qtr - july,aug,sept",1979,NA,NA,"non-free lunch"
2397,9,"male","white","3rd qtr - july,aug,sept",1979,431,429,"non-free lunch"
846,9,"female","black","1st qtr - jan,feb,march",1980,398,459,"free lunch"
3416,9,"female","black","2nd qtr - april,may,june",1980,492,520,"free lunch"
200,9,"male","black","2nd qtr - april,may,june",1980,421,484,"non-free lunch"
3932,9,"female","white","2nd qtr - april,may,june",1980,391,454,"non-free lunch"
174,9,"female","black","3rd qtr - july,aug,sept",1980,398,459,"non-free lunch"
2037,9,"male","black","1st qtr - jan,feb,march",1980,445,473,"non-free lunch"
2085,9,"male","white","3rd qtr - july,aug,sept",1980,413,439,"non-free lunch"
3862,11,"female","black","4th qtr - oct,nov,dec",1979,456,528,"free lunch"
3562,11,"female","black","3rd qtr - july,aug,sept",1980,439,536,"free lunch"
2836,11,"female","black","1st qtr - jan,feb,march",1980,NA,NA,"free lunch"
1946,11,"male","black","1st qtr - jan,feb,march",1980,418,423,"free lunch"
3478,11,"male","black","3rd qtr - july,aug,sept",1980,407,449,"free lunch"
2421,11,"female","black","3rd qtr - july,aug,sept",1980,413,392,"free lunch"
1480,11,"female","black","2nd qtr - april,may,june",1980,439,536,"free lunch"
290,11,"female","black","3rd qtr - july,aug,sept",1980,425,528,"free lunch"
3155,11,"male","black","2nd qtr - april,may,june",1980,448,478,"free lunch"
127,11,"male","black","4th qtr - oct,nov,dec",1979,450,576,"free lunch"
125,11,"female","black","2nd qtr - april,may,june",1980,421,513,"free lunch"
52,11,"male","black","4th qtr - oct,nov,dec",1979,411,444,"free lunch"
526,11,"male","black","3rd qtr - july,aug,sept",1980,405,520,"free lunch"
2572,11,"male","black","2nd qtr - april,may,june",1980,NA,NA,"free lunch"
1251,11,"male","black","2nd qtr - april,may,june",1980,455,513,"free lunch"
1523,11,"female","black","4th qtr - oct,nov,dec",1979,416,468,"free lunch"
3466,11,"male","black","2nd qtr - april,may,june",1980,439,506,"free lunch"
2840,11,"female","black","1st qtr - jan,feb,march",1980,384,423,"free lunch"
2174,11,"male","black","3rd qtr - july,aug,sept",1980,427,520,"free lunch"
2170,11,"male","black","2nd qtr - april,may,june",1980,434,454,"free lunch"
624,11,"male","black","2nd qtr - april,may,june",1980,443,520,"free lunch"
973,13,"female","black","1st qtr - jan,feb,march",1980,436,500,"non-free lunch"
1322,13,"male","black","1st qtr - jan,feb,march",1980,418,459,"free lunch"
2254,13,"male","black","3rd qtr - july,aug,sept",1980,434,449,"free lunch"
143,13,"male","black","3rd qtr - july,aug,sept",1980,408,454,"free lunch"
2289,13,"male","black","1st qtr - jan,feb,march",1980,428,506,"free lunch"
3160,13,"female","black","3rd qtr - july,aug,sept",1980,440,489,"non-free lunch"
2076,13,"female","black","3rd qtr - july,aug,sept",1980,428,444,"free lunch"
3769,13,"male","black","4th qtr - oct,nov,dec",1979,419,468,"free lunch"
3276,13,"male","black","3rd qtr - july,aug,sept",1980,402,449,"free lunch"
439,13,"male","black","1st qtr - jan,feb,march",1980,408,418,"free lunch"
1009,13,"male","black","4th qtr - oct,nov,dec",1980,428,506,"free lunch"
1525,13,"female","black","4th qtr - oct,nov,dec",1979,430,489,"free lunch"
2951,13,"female","black","2nd qtr - april,may,june",1980,410,434,"free lunch"
1951,13,"female","black","1st qtr - jan,feb,march",1980,439,513,"free lunch"
2387,13,"female","black","2nd qtr - april,may,june",1980,395,444,"free lunch"
3101,13,"female","black","3rd qtr - july,aug,sept",1980,410,444,"free lunch"
2698,13,"male","black","2nd qtr - april,may,june",1980,405,423,"free lunch"
3434,13,"female","black","2nd qtr - april,may,june",1980,NA,NA,"free lunch"
872,13,"male","black","2nd qtr - april,may,june",1980,NA,NA,"free lunch"
1832,14,"female","black","3rd qtr - july,aug,sept",1980,422,434,"free lunch"
266,14,"female","black","2nd qtr - april,may,june",1980,431,459,"free lunch"
791,14,"female","black","2nd qtr - april,may,june",1980,436,478,"free lunch"
2001,14,"female","black","1st qtr - jan,feb,march",1980,439,484,"free lunch"
1633,14,"female","black","2nd qtr - april,may,june",1980,410,405,"free lunch"
731,14,"male","black","2nd qtr - april,may,june",1980,425,463,"free lunch"
482,14,"female","black","1st qtr - jan,feb,march",1980,434,468,"non-free lunch"
148,14,"female","black","4th qtr - oct,nov,dec",1979,443,463,"free lunch"
2739,14,"female","black","3rd qtr - july,aug,sept",1980,414,429,"free lunch"
233,14,"female","black","2nd qtr - april,may,june",1980,428,473,"free lunch"
646,14,"female","black","1st qtr - jan,feb,march",1980,434,459,"free lunch"
2366,14,"female","black","4th qtr - oct,nov,dec",1979,424,473,"free lunch"
1665,14,"female","black","2nd qtr - april,may,june",1980,453,429,"non-free lunch"
1670,14,"male","black","1st qtr - jan,feb,march",1980,492,454,"free lunch"
2924,14,"male","black","4th qtr - oct,nov,dec",1979,408,423,"free lunch"
3697,14,"female","black","3rd qtr - july,aug,sept",1980,422,473,"free lunch"
1997,14,"female","black","2nd qtr - april,may,june",1980,413,399,"non-free lunch"
2346,15,"female","black","1st qtr - jan,feb,march",1979,431,473,"free lunch"
1887,15,"male","black","4th qtr - oct,nov,dec",1980,433,463,"free lunch"
3859,15,"female","black","2nd qtr - april,may,june",1980,421,468,"free lunch"
1910,15,"male","black","3rd qtr - july,aug,sept",1980,NA,NA,"free lunch"
738,15,"male","black","1st qtr - jan,feb,march",1980,NA,NA,"free lunch"
297,15,"male","black","3rd qtr - july,aug,sept",1980,430,478,"free lunch"
2641,15,"female","black","3rd qtr - july,aug,sept",1980,411,405,"free lunch"
1248,15,"female","black","3rd qtr - july,aug,sept",1980,NA,NA,"free lunch"
3695,15,"male","black","3rd qtr - july,aug,sept",1980,397,418,"free lunch"
1329,15,"female","black","4th qtr - oct,nov,dec",1979,439,513,"free lunch"
489,15,"female","black","1st qtr - jan,feb,march",1980,472,576,"free lunch"
2028,15,"female","black","3rd qtr - july,aug,sept",1980,470,473,"free lunch"
2744,15,"female","black","1st qtr - jan,feb,march",1980,453,473,"free lunch"
1168,15,"male","black","2nd qtr - april,may,june",1980,425,478,"free lunch"
2434,15,"female","black","4th qtr - oct,nov,dec",1980,447,513,"free lunch"
1954,15,"male","black","1st qtr - jan,feb,march",1980,439,506,"free lunch"
3072,15,"male","black","2nd qtr - april,may,june",1980,434,463,"free lunch"
1800,15,"female","black","4th qtr - oct,nov,dec",1979,522,626,"free lunch"
615,15,"female","black","2nd qtr - april,may,june",1980,448,439,"free lunch"
375,15,"male","black","2nd qtr - april,may,june",1980,433,444,"free lunch"
3572,15,"male","black","3rd qtr - july,aug,sept",1980,433,412,"free lunch"
1533,15,"male","black","4th qtr - oct,nov,dec",1979,413,459,"free lunch"
124,15,"male","black","3rd qtr - july,aug,sept",1980,442,468,"free lunch"
2440,16,"male","black","1st qtr - jan,feb,march",1980,410,439,"non-free lunch"
871,16,"female","white","4th qtr - oct,nov,dec",1979,430,473,"non-free lunch"
152,16,"male","black","1st qtr - jan,feb,march",1980,433,478,"non-free lunch"
3631,16,"male","white","3rd qtr - july,aug,sept",1980,395,405,"non-free lunch"
2251,16,"female","white","3rd qtr - july,aug,sept",1980,NA,NA,"free lunch"
3593,16,"male","white","1st qtr - jan,feb,march",1980,413,418,"free lunch"
3797,16,"female","black","2nd qtr - april,may,june",1980,398,463,"free lunch"
3677,16,"female","black","2nd qtr - april,may,june",1980,410,468,"non-free lunch"
823,16,"male","black","3rd qtr - july,aug,sept",1980,388,439,"free lunch"
2348,16,"male","white","3rd qtr - july,aug,sept",1980,378,392,"free lunch"
2163,16,"female","white","3rd qtr - july,aug,sept",1980,391,444,"non-free lunch"
752,16,"male","black","1st qtr - jan,feb,march",1980,410,439,"non-free lunch"
995,16,"female","white","4th qtr - oct,nov,dec",1979,NA,NA,"non-free lunch"
3828,16,"male","white","1st qtr - jan,feb,march",1980,408,444,"free lunch"
2950,16,"male","black","2nd qtr - april,may,june",1980,400,478,"free lunch"
2927,16,"female","black","2nd qtr - april,may,june",1980,419,444,"free lunch"
3065,16,"male","black","1st qtr - jan,feb,march",1980,NA,NA,"free lunch"
1673,16,"male","white","4th qtr - oct,nov,dec",1979,410,449,"non-free lunch"
1377,16,"female","white","2nd qtr - april,may,june",1980,445,478,"non-free lunch"
1595,16,"female","white","1st qtr - jan,feb,march",1980,NA,NA,"non-free lunch"
2053,16,"female","white","2nd qtr - april,may,june",1980,408,468,"free lunch"
2841,16,"female","black","1st qtr - jan,feb,march",1980,424,468,"non-free lunch"
1953,16,"female","white","2nd qtr - april,may,june",1980,407,399,"non-free lunch"
4035,18,"male","white","4th qtr - oct,nov,dec",1979,443,528,"non-free lunch"
920,18,"male","white","4th qtr - oct,nov,dec",1979,427,547,"non-free lunch"
1692,18,"male","white","3rd qtr - july,aug,sept",1980,414,459,"non-free lunch"
1469,18,"female","white","3rd qtr - july,aug,sept",1980,386,405,"free lunch"
228,18,"female","white","1st qtr - jan,feb,march",1980,436,500,"non-free lunch"
226,18,"male","white","4th qtr - oct,nov,dec",1979,408,463,"non-free lunch"
3670,18,"male","white","3rd qtr - july,aug,sept",1979,439,500,"non-free lunch"
3360,18,"female","white","2nd qtr - april,may,june",1979,433,463,"free lunch"
1476,18,"female","white","2nd qtr - april,may,june",1980,445,513,"non-free lunch"
3547,18,"male","white","4th qtr - oct,nov,dec",1979,445,484,"free lunch"
3657,18,"male","white","2nd qtr - april,may,june",1980,410,520,"non-free lunch"
337,18,"female","white","1st qtr - jan,feb,march",1980,437,500,"free lunch"
3815,18,"male","white","2nd qtr - april,may,june",1980,433,484,"non-free lunch"
391,18,"male","white","3rd qtr - july,aug,sept",1980,450,536,"non-free lunch"
3326,18,"female","white","1st qtr - jan,feb,march",1980,450,528,"non-free lunch"
623,18,"male","white","3rd qtr - july,aug,sept",1980,400,449,"free lunch"
2616,18,"male","white","1st qtr - jan,feb,march",1980,445,494,"non-free lunch"
2713,18,"male","white","3rd qtr - july,aug,sept",1980,400,459,"non-free lunch"
1152,18,"male","white","1st qtr - jan,feb,march",1980,403,439,"non-free lunch"
3802,18,"female","white","2nd qtr - april,may,june",1980,445,478,"non-free lunch"
593,18,"female","white","4th qtr - oct,nov,dec",1980,448,463,"non-free lunch"
2580,18,"male","white","1st qtr - jan,feb,march",1980,402,439,"non-free lunch"
1332,19,"female","white","3rd qtr - july,aug,sept",1980,402,412,"free lunch"
3083,19,"male","white","4th qtr - oct,nov,dec",1979,405,434,"non-free lunch"
548,19,"male","white","3rd qtr - july,aug,sept",1980,388,423,"free lunch"
1015,19,"male","white","3rd qtr - july,aug,sept",1980,418,444,"non-free lunch"
2582,19,"male","white","1st qtr - jan,feb,march",1979,430,478,"free lunch"
1820,19,"female","white","4th qtr - oct,nov,dec",1978,407,454,"free lunch"
405,19,"female","white","3rd qtr - july,aug,sept",1980,434,484,"free lunch"
2846,19,"male","white","1st qtr - jan,feb,march",1980,407,454,"free lunch"
2853,19,"female","white","4th qtr - oct,nov,dec",1979,461,559,"free lunch"
1204,19,"male","white","4th qtr - oct,nov,dec",1979,450,528,"non-free lunch"
3824,19,"female","white","4th qtr - oct,nov,dec",1979,422,459,"free lunch"
762,19,"male","white","3rd qtr - july,aug,sept",1980,437,489,"non-free lunch"
1338,19,"male","white","2nd qtr - april,may,june",1980,427,463,"free lunch"
2847,19,"male","white","4th qtr - oct,nov,dec",1979,474,520,"free lunch"
2093,19,"female","white","3rd qtr - july,aug,sept",1980,440,489,"non-free lunch"
2618,19,"female","white","2nd qtr - april,may,june",1979,434,439,"free lunch"
4044,19,"female","white","1st qtr - jan,feb,march",1980,407,459,"free lunch"
4073,19,"female","white","2nd qtr - april,may,june",1980,407,434,"non-free lunch"
1428,20,"female","white","3rd qtr - july,aug,sept",1980,474,513,"free lunch"
2098,20,"female","white","4th qtr - oct,nov,dec",1979,458,559,"free lunch"
338,20,"female","white","3rd qtr - july,aug,sept",1980,NA,NA,"free lunch"
819,20,"female","white","3rd qtr - july,aug,sept",1980,440,468,"free lunch"
1819,20,"male","white","3rd qtr - july,aug,sept",1979,450,536,"free lunch"
273,20,"female","white","4th qtr - oct,nov,dec",1979,455,513,"free lunch"
3339,20,"female","white","4th qtr - oct,nov,dec",1979,451,559,"free lunch"
2239,20,"female","white","4th qtr - oct,nov,dec",1979,495,576,"free lunch"
2683,20,"female","white","3rd qtr - july,aug,sept",1980,458,547,"free lunch"
3456,20,"female","white","1st qtr - jan,feb,march",1980,483,576,"non-free lunch"
1763,20,"male","white","3rd qtr - july,aug,sept",1980,439,423,"free lunch"
2513,20,"female","white","1st qtr - jan,feb,march",1980,NA,NA,"free lunch"
1148,20,"female","white","3rd qtr - july,aug,sept",1980,453,506,"free lunch"
3649,20,"female","white","2nd qtr - april,may,june",1980,448,576,"free lunch"
1610,20,"female","white","2nd qtr - april,may,june",1980,425,489,"free lunch"
283,20,"male","white","1st qtr - jan,feb,march",1980,451,449,"free lunch"
3189,20,"male","white","4th qtr - oct,nov,dec",1979,448,506,"free lunch"
2353,20,"female","white","4th qtr - oct,nov,dec",1979,497,576,"non-free lunch"
2844,20,"male","white","4th qtr - oct,nov,dec",1979,465,626,"free lunch"
687,20,"male","white","2nd qtr - april,may,june",1980,507,576,"non-free lunch"
1597,20,"female","white","3rd qtr - july,aug,sept",1980,495,559,"free lunch"
3185,20,"female","white","3rd qtr - july,aug,sept",1980,453,506,"free lunch"
535,21,"female","white","4th qtr - oct,nov,dec",1979,442,500,"non-free lunch"
1446,21,"female","black","2nd qtr - april,may,june",1980,391,405,"free lunch"
3495,21,"male","white","3rd qtr - july,aug,sept",1980,NA,NA,"free lunch"
2996,21,"male","white","2nd qtr - april,may,june",1980,434,478,"free lunch"
137,21,"male","white","1st qtr - jan,feb,march",1980,397,463,"free lunch"
1175,21,"female","white","2nd qtr - april,may,june",1980,407,449,"non-free lunch"
1137,21,"male","white","4th qtr - oct,nov,dec",1979,436,602,"non-free lunch"
900,21,"male","white","4th qtr - oct,nov,dec",1979,425,454,"non-free lunch"
2668,21,"male","white","2nd qtr - april,may,june",1980,445,484,"non-free lunch"
2461,21,"male","white","2nd qtr - april,may,june",1980,445,468,"non-free lunch"
1274,21,"male","white","1st qtr - jan,feb,march",1980,407,429,"non-free lunch"
3350,21,"male","white","1st qtr - jan,feb,march",1980,416,468,"non-free lunch"
2760,21,"female","white","1st qtr - jan,feb,march",1980,460,494,"non-free lunch"
340,21,"male","white","3rd qtr - july,aug,sept",1980,397,444,"free lunch"
3930,21,"male","white","2nd qtr - april,may,june",1980,416,478,"non-free lunch"
969,21,"male","white","2nd qtr - april,may,june",1980,413,449,"non-free lunch"
3445,21,"male","black","3rd qtr - july,aug,sept",1979,428,468,"non-free lunch"
2313,21,"female","white","1st qtr - jan,feb,march",1980,408,478,"non-free lunch"
3585,21,"male","black","1st qtr - jan,feb,march",1980,400,429,"non-free lunch"
2590,22,"male","black","4th qtr - oct,nov,dec",1980,431,506,"free lunch"
1269,22,"male","white","2nd qtr - april,may,june",1980,405,429,"non-free lunch"
1234,22,"male","white","2nd qtr - april,may,june",1980,391,399,"free lunch"
1199,22,"male","white","2nd qtr - april,may,june",1980,416,423,"non-free lunch"
1059,22,"male","white","3rd qtr - july,aug,sept",1980,315,320,"free lunch"
1514,22,"male","black","2nd qtr - april,may,june",1980,397,439,"non-free lunch"
1512,22,"female","white","2nd qtr - april,may,june",1980,380,434,"non-free lunch"
2009,22,"female","black","2nd qtr - april,may,june",1980,413,444,"free lunch"
6,22,"female","white","1st qtr - jan,feb,march",1980,451,500,"non-free lunch"
3487,22,"male","white","3rd qtr - july,aug,sept",1979,545,489,"non-free lunch"
3223,22,"female","white","1st qtr - jan,feb,march",1980,428,484,"non-free lunch"
3908,22,"male","black","1st qtr - jan,feb,march",1980,413,444,"free lunch"
1867,22,"male","black","4th qtr - oct,nov,dec",1979,391,423,"non-free lunch"
3514,22,"female","white","3rd qtr - july,aug,sept",1980,436,494,"free lunch"
1231,22,"female","white","3rd qtr - july,aug,sept",1980,405,412,"non-free lunch"
2943,22,"female","white","3rd qtr - july,aug,sept",1979,405,399,"free lunch"
390,22,"male","white","1st qtr - jan,feb,march",1980,407,439,"non-free lunch"
2456,22,"male","white","4th qtr - oct,nov,dec",1979,393,429,"non-free lunch"
1637,22,"female","white","2nd qtr - april,may,june",1980,413,473,"non-free lunch"
